"","SEX","age2","ftyr","inc_bucket","college","race2","marital_status","urbanicity","total"
"3216","Male","Gen Z","not ftyr","NA","non-college","Non-white","Divorced/separated/widowed","suburban",76
"3217","Male","Silent","full-time year-round worker","NA","non-college","White","Divorced/separated/widowed","suburban",76
"3218","Male","Gen Z","not ftyr","NA","non-college","Non-white","Divorced/separated/widowed","urban",75
"3219","Female","Gen Z","full-time year-round worker","NA","college","White","Never married","suburban",75
"3220","Female","Gen Z","not ftyr","low_income","college","White","Married","suburban",75
"3221","Female","Gen Z","not ftyr","upper_middle_income","college","Non-white","Divorced/separated/widowed","suburban",75
"3222","Male","Gen Z","full-time year-round worker","NA","college","White","Never married","rural",74
"3223","Male","Gen Z","not ftyr","high_income","non-college","White","Divorced/separated/widowed","rural",74
"3224","Female","Silent","full-time year-round worker","NA","college","White","Divorced/separated/widowed","urban",72
"3225","Female","Gen Z","full-time year-round worker","upper_middle_income","college","White","Married","suburban",69
"3226","Female","Gen Z","full-time year-round worker","high_income","non-college","Non-white","Divorced/separated/widowed","suburban",69
"3227","Male","Gen Z","full-time year-round worker","low_income","non-college","White","Divorced/separated/widowed","suburban",68
"3228","Male","Gen Z","full-time year-round worker","middle_income","college","Non-white","Married","urban",68
"3229","Male","Silent","full-time year-round worker","middle_income","college","Non-white","Never married","rural",68
"3230","Female","Gen Z","full-time year-round worker","NA","non-college","Non-white","Divorced/separated/widowed","suburban",68
"3231","Male","Silent","full-time year-round worker","high_income","college","Non-white","Never married","suburban",67
"3232","Female","Silent","full-time year-round worker","low_income","college","Non-white","Never married","urban",67
"3233","Male","Gen Z","not ftyr","low_income","college","White","Married","suburban",66
"3234","Female","Gen Z","full-time year-round worker","upper_middle_income","college","White","Married","urban",66
"3235","Male","Silent","full-time year-round worker","NA","non-college","Non-white","Married","suburban",65
"3236","Female","Gen Z","full-time year-round worker","low_income","non-college","White","Divorced/separated/widowed","urban",65
"3237","Female","Gen Z","full-time year-round worker","upper_middle_income","non-college","White","Divorced/separated/widowed","urban",65
"3238","Female","Gen Z","full-time year-round worker","high_income","college","Non-white","Married","suburban",65
"3239","Female","Silent","full-time year-round worker","NA","college","White","Divorced/separated/widowed","suburban",65
"3240","Male","Gen Z","full-time year-round worker","upper_middle_income","college","White","Divorced/separated/widowed","suburban",64
"3241","Female","Gen Z","full-time year-round worker","high_income","college","White","Never married","rural",64
"3242","Female","Millennial","full-time year-round worker","NA","college","Non-white","Divorced/separated/widowed","urban",64
"3243","Male","Gen Z","full-time year-round worker","NA","college","Non-white","Never married","suburban",63
"3244","Male","Gen Z","not ftyr","high_income","college","White","Married","suburban",63
"3245","Male","Gen Z","not ftyr","high_income","non-college","Non-white","Divorced/separated/widowed","urban",63
"3246","Female","Silent","full-time year-round worker","low_income","college","White","Never married","rural",63
"3247","Female","Silent","full-time year-round worker","middle_income","college","Non-white","Never married","rural",63
"3248","Male","Gen Z","full-time year-round worker","upper_middle_income","college","Non-white","Married","urban",62
"3249","Male","Gen Z","full-time year-round worker","high_income","college","Non-white","Never married","suburban",62
"3250","Female","Boomers","full-time year-round worker","NA","college","Non-white","Divorced/separated/widowed","rural",62
"3251","Female","Silent","full-time year-round worker","low_income","college","White","Married","urban",62
"3252","Female","Silent","full-time year-round worker","high_income","college","White","Never married","rural",62
"3253","Female","Silent","full-time year-round worker","NA","non-college","White","Divorced/separated/widowed","urban",62
"3254","Male","Silent","full-time year-round worker","NA","college","White","Divorced/separated/widowed","suburban",61
"3255","Female","Silent","full-time year-round worker","low_income","college","White","Married","suburban",61
"3256","Male","Gen Z","full-time year-round worker","upper_middle_income","non-college","Non-white","Divorced/separated/widowed","rural",60
"3257","Female","Silent","full-time year-round worker","low_income","college","White","Married","rural",59
"3258","Female","Silent","full-time year-round worker","upper_middle_income","college","Non-white","Never married","rural",59
"3259","Male","Gen Z","full-time year-round worker","middle_income","college","White","Married","suburban",58
"3260","Female","Gen Z","not ftyr","high_income","college","White","Married","suburban",58
"3261","Female","Gen Z","not ftyr","high_income","college","White","Never married","rural",58
"3262","Female","Gen Z","not ftyr","high_income","non-college","Non-white","Divorced/separated/widowed","urban",58
"3263","Male","Gen Z","full-time year-round worker","upper_middle_income","non-college","White","Divorced/separated/widowed","urban",57
"3264","Female","Boomers","full-time year-round worker","NA","non-college","Non-white","Never married","rural",57
"3265","Male","Millennial","full-time year-round worker","NA","college","Non-white","Divorced/separated/widowed","rural",56
"3266","Female","Gen Z","full-time year-round worker","low_income","college","Non-white","Never married","urban",56
"3267","Female","Gen Z","full-time year-round worker","low_income","non-college","Non-white","Divorced/separated/widowed","rural",56
"3268","Female","Gen Z","full-time year-round worker","middle_income","college","Non-white","Married","suburban",56
"3269","Female","Gen Z","full-time year-round worker","high_income","non-college","White","Divorced/separated/widowed","urban",56
"3270","Male","Silent","full-time year-round worker","NA","college","Non-white","Never married","urban",55
"3271","Male","Silent","full-time year-round worker","NA","non-college","Non-white","Never married","suburban",55
"3272","Female","Gen Z","not ftyr","middle_income","college","White","Married","urban",55
"3273","Female","Silent","full-time year-round worker","high_income","college","Non-white","Divorced/separated/widowed","rural",55
"3274","Male","Gen Z","full-time year-round worker","high_income","college","Non-white","Never married","urban",54
"3275","Male","Gen Z","not ftyr","middle_income","college","Non-white","Married","urban",54
"3276","Female","Gen X","full-time year-round worker","NA","college","Non-white","Married","rural",52
"3277","Female","Gen Z","full-time year-round worker","low_income","college","Non-white","Never married","rural",51
"3278","Female","Gen Z","full-time year-round worker","low_income","college","White","Married","urban",51
"3279","Female","Gen Z","not ftyr","upper_middle_income","college","Non-white","Married","suburban",51
"3280","Male","Gen Z","full-time year-round worker","low_income","college","Non-white","Never married","urban",49
"3281","Female","Silent","full-time year-round worker","high_income","non-college","White","Never married","rural",47
"3282","Male","Gen Z","not ftyr","high_income","non-college","White","Divorced/separated/widowed","suburban",46
"3283","Female","Silent","full-time year-round worker","low_income","non-college","White","Married","urban",46
"3284","Female","Millennial","full-time year-round worker","NA","college","White","Divorced/separated/widowed","urban",45
"3285","Female","Gen Z","full-time year-round worker","low_income","college","White","Divorced/separated/widowed","suburban",44
"3286","Female","Gen Z","not ftyr","high_income","non-college","White","Divorced/separated/widowed","urban",44
